web-scraper-order,date,title,ratings,label,comment_segmented
1756458619-444,2024-12-15,Kue Lapis Legit Spesial 17x17cm,5,positif,"['salur', 'berkat', 'lapis', 'legit', 'enak', 'banget', 'banget', 'banget', 'poko']"
1756458619-445,2024-11-27,Kue Lapis Legit Spesial 17x17cm,5,positif,"['cita', 'lezat', 'tekstur', 'bagus', 'kualitas', 'baik', 'men', 'belanja', 'kue', 'toko', 'puas', 'terima', 'kasih', 'kak', 'admin', 'terima', 'kasih']"
1756458619-446,2024-10-26,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'tekstur', 'bagus', 'kualitas', 'respon', 'barang', 'cepat', 'kemas', 'rapi', 'aman']"
1756458619-447,2025-03-27,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'legit', 'tekstur', 'lembut', 'nyamik', 'litas', 'kerja', 'bagus', 'rapi', 'lumayan', 'harga', 'segi']"
1756458619-448,2025-06-04,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kualitas', 'lumayan', 'manis', 'pai', 'nyaman', 'oke', 'basah', 'pai', 'banyak', 'moga', 'kali', 'terima', 'kasih']"
1756458619-449,2024-01-25,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kualitas', 'oker', 'asa', 'enak', 'barang', 'cepat', 'kue', 'enak', 'banget', 'pen', 'gen', 'pesan', 'makasih', 'sal', 'mantap', 'kue']"
1756458619-450,2024-07-18,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kualitas', 'bagus', 'manis', 'produk', 'enak', 'tepung', 'terigu', 'mentega', 'manis']"
1756458619-451,2024-11-19,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'legit', 'kualitas', 'produk', 'baik', 'harga', 'semur', 'rek', 'pek']"
1756458619-452,2025-02-06,Kue Lapis Legit Spesial 17x17cm,5,positif,"['tekstur', 'litas', 'sesuai', 'lumayan', 'kak', 'order', 'makas', 'kak']"
1756458619-453,2024-10-08,Kue Lapis Legit Spesial 17x17cm,4,positif,"['aja', 'tekstur', 'lembut', 'kualitas', 'bayang', 'sprt', 'foto', 'sesuai', 'harga', 'sih']"
1756458619-454,2025-05-26,Kue Lapis Legit Spesial 17x17cm,5,positif,"['pas', 'manis', 'tekstur', 'lumayan', 'lembut', 'oke', 'kualitas', 'enak', 'harga', 'segi', 'oke', 'harum']"
1756458619-455,2025-03-26,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'bagus', 'kualitas', 'bagus', 'respon', 'jual', 'gercep', 'banget', 'paket', 'cepat']"
1756458619-456,2024-03-22,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kualitas', 'bagu', 'esa', 'nan', 'terima', 'sesuai', 'pesan', 'buka', 'puasa', 'terima', 'kasih', 'toko', 'layan', 'baik', 'terima', 'kasih', 'mas', 'kurir', 'bosan', 'antar', 'pesan', 'penuh', 'tanggung', 'hujan', 'terima', 'kasih', 'hop', 'belanja', 'hop', 'kecewa']"
1756458619-457,2025-02-20,Kue Lapis Legit Spesial 17x17cm,5,positif,"['manis', 'keningar', 'keras', 'ate', 'tur', 'lembut', 'kualitas', 'bagus', 'lumayan', 'mantap', 'manis', 'enak', 'terima', 'kasih']"
1756458619-458,2024-07-17,Kue Lapis Legit Spesial 17x17cm,5,positif,"['manis', 'tekstur', 'lembut', 'kualitas', 'paket', 'lapis', 'uda', 'terima', 'kasih', 'kakak']"
1756458619-459,2025-05-08,Kue Lapis Legit Spesial 17x17cm,4,positif,"['kue', 'milik', 'cita', 'lezat', 'tekstur', 'lembut', 'nyaman', 'kualitas', 'bagus']"
1756458619-460,2024-11-23,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'kue', 'enak', 'wangi', 'lembut', 'kemas', 'rapi', 'terima', 'kasih', 'pesan']"
1756458619-461,2024-08-02,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'sesuai', 'harap', 'lapis', 'legit', 'harga', 'diat', 'murah', 'enak']"
1756458619-462,2024-08-10,Kue Lapis Legit Spesial 17x17cm,5,positif,"['cita', 'manis', 'tekstur', 'lembut', 'kualitas', 'sesuai', 'bain', 'pese', 'makan', 'hop']"
1756458619-463,2024-09-19,Kue Lapis Legit Spesial 17x17cm,5,positif,"['coba', 'tekstur', 'litas', 'kue', 'lapis', 'legit', 'terima', 'salam', 'sehat']"
1756458619-464,2025-03-08,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'manis', 'legit', 'tekstur', 'lembut', 'nyaman', 'kualitas', 'jamin', 'standar']"
1756458619-465,2025-03-29,Kue Lapis Legit Spesial 17x17cm,5,positif,"['sesuai', 'harga', 'tekstur', 'tekstur', 'empuk', 'kualitas', 'jamin', 'enak', 'harga', 'jangkau']"
1756458619-466,2024-11-18,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'lumayan', 'terima', 'kasih', 'barang', 'coba', 'lumayan', 'enak', 'sel']"
1756458619-467,2024-09-16,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'bagus', 'kualitas', 'sesuai', 'rna', 'jalan', 'lebih', 'aman']"
1756458619-468,2025-02-20,Kue Lapis Legit Spesial 17x17cm,5,positif,"['koe', 'tekstur', 'lumayan', 'lembut', 'kualitas', 'kemas', 'penyok', 'kardus', 'kue', 'ott', 'kasih', 'paket']"
1756458619-469,2024-09-03,Kue Lapis Legit Spesial 17x17cm,2,negatif,"['tekstur', 'litas', 'lidah', 'rumah', 'roti', 'hancur', 'lembut', 'mulut', 'harga', 'segi', 'kualitas', 'sesuai', 'harga', 'pet', 'banget']"
1756458619-470,2025-06-24,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lembut', 'enak', 'tekstur', 'lembut', 'kualitas', 'uda', 'order', 'kesek', 'kecewa']"
1756458619-471,2024-10-24,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'tekstur', 'lembut', 'kualitas', 'beli', 'hop', 'enak', 'tahan', 'kualitas', 'produk']"
1756458619-472,2025-07-23,Kue Lapis Legit Spesial 17x17cm,2,negatif,"['tekstur', 'kering', 'maaf', 'kasih', 'bintang', 'krn', 'jamur', 'bolu', 'pisang', 'tekstur', 'minyak']"
1756458619-473,2024-07-10,Kue Lapis Legit Spesial 17x17cm,5,positif,"['alhamdulillah', 'barang', 'saran', 'aja', 'sic', 'kin', 'pakai', 'dus', 'rap', 'aja', 'gak', 'penyok', 'pas', 'jalan', 'nyak', 'alau', 'coba', 'sic', 'overal', 'sel']"
1756458619-474,2024-11-18,Kue Lapis Legit Spesial 17x17cm,5,positif,"['coba', 'tekstur', 'lembut', 'kualitas', 'alhamdulillah', 'enak', 'pesan', 'pas', 'semut', 'kue', 'aman', 'bersih']"
1756458619-475,2025-03-07,Kue Lapis Legit Spesial 17x17cm,4,positif,"['bain', 'puasa', 'tekstur', 'lembut', 'kualitas', 'minyak', 'pas', 'harga', 'segi', 'tuk', 'bocah', 'sih', 'abis', 'magrib', 'coba']"
1756458619-476,2025-06-05,Kue Lapis Legit Spesial 17x17cm,4,positif,"['coba', 'tekstur', 'keli', 'atan', 'manta', 'kualitas', 'oke', 'iseng', 'beli', 'lapis', 'legit', 'ter', 'benar', 'harga', 'murah', 'aha']"
1756458619-477,2024-10-25,Kue Lapis Legit Spesial 17x17cm,5,positif,"['tekstur', 'yak', 'litas', 'barang', 'kir', 'lengkap', 'toko', 'amanah', 'belanja']"
1756458619-478,2024-03-14,Kue Lapis Legit Spesial 17x17cm,5,positif,"['mantap', 'harga', 'segi', 'lumayan', 'enak', 'kin', 'aman', 'kirim', 'cepat']"
1756458619-479,2025-03-19,Kue Lapis Legit Spesial 17x17cm,4,positif,"['enak', 'baget', 'anak', 'anak', 'sukat', 'eks', 'tur', 'lembut', 'kualitas', 'sesuai', 'pesan', 'rekomendasi', 'beli', 'toko', 'kue', 'penyet', 'utuh', 'bentuk']"
1756458619-480,2024-11-07,Kue Lapis Legit Spesial 17x17cm,4,positif,"['lumayan', 'tekstur', 'kering', 'kualitas', 'yah', 'lumayan', 'harga', 'paket', 'kue', 'kering', 'krn', 'minyak', 'pas', 'seret']"
1756458619-481,2024-05-23,Kue Lapis Legit Spesial 17x17cm,4,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'oke', 'nikmat', 'lapis', 'legit', 'enak', 'ung', 'boks', 'teman', 'minum', 'teh']"
1756458619-482,2024-09-18,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kue', 'lapis', 'legit', 'tekstur', 'lembut', 'kualitas', 'enak', 'paket', 'aman', 'lengkap', 'ubah', 'kirim', 'barang', 'lumayan', 'cepat', 'harga', 'jangkau', 'kualitas', 'baik', 'terima', 'kasih']"
1756458619-483,2024-11-16,Kue Lapis Legit Spesial 17x17cm,4,positif,"['rna', 'tekstur', 'lembur', 'kualitas', 'kal', 'hamdu', 'lil', 'terima', 'enak', 'pas', 'manis', 'makan', 'pahit', 'dikit']"
1756458619-484,2024-05-31,Kue Lapis Legit Spesial 17x17cm,5,positif,"['pinggir', 'kemarin', 'tekstur', 'tampil', 'beda', 'pinggir', 'kemarin', 'kualitas', 'moga', 'atok', 'rek', 'krn', 'pesan', 'cepat', 'kirim', 'kin', 'bagus', 'moga', 'kemarin', 'beli', 'pinggir', 'sel', 'hop']"
1756458619-485,2024-04-04,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'manis', 'kualitas', 'terima', 'kasih', 'pesan', 'kue', 'lapis', 'legit', 'enak', 'manis', 'khas', 'kue', 'lapis']"
1756458619-486,2025-03-14,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'manis', 'murah', 'harga', 'kualitas', 'bagus', 'sesuai', 'harga', 'respon', 'jual', 'cepat', 'kirim']"
1756458619-487,2024-10-12,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'sipu', 'tuk', 'harga', 'segi', 'mah', 'mur', 'lembut', 'enak', 'makasih']"
1756458619-488,2025-03-08,Kue Lapis Legit Spesial 17x17cm,4,positif,"['tekstur', 'buas', 'akua', 'litas', 'kue', 'lapis', 'legit', 'sayang', 'toko', 'amanah', 'masak', 'kemas', 'label', 'pir', 'moga', 'aman', 'makan']"
1756458619-489,2024-08-11,Kue Lapis Legit Spesial 17x17cm,4,positif,"['manis', 'banget', 'tekstur', 'lembut', 'kualitas', 'standar', 'kirim', 'cepat', 'kue', 'kertas', 'lengket', 'dim', 'ancur', 'kue', 'kualitas', 'kue', 'enak', 'nem', 'teh']"
1756458619-490,2024-07-18,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kualitas', 'oker', 'asa', 'oke', 'kirim', 'pet', 'mantul', 'empuk', 'poko', 'sel', 'deh', 'beli', 'toko']"
1756458619-491,2025-07-09,Kue Lapis Legit Spesial 17x17cm,5,positif,"['legit', 'tekstur', 'lembut', 'kualitas', 'sesuai', 'harap', 'alhamdulillah', 'barang', 'terima', 'enak', 'lembut']"
1756458619-492,2024-11-27,Kue Lapis Legit Spesial 17x17cm,5,positif,"['leja', 'eks', 'tur', 'lembut', 'legit', 'kualitas', 'oke', 'pesan', 'kemarin', 'hari']"
1756458619-493,2024-07-22,Kue Lapis Legit Spesial 17x17cm,4,positif,"['lumayan', 'enak', 'tekstur', 'empuk', 'kualitas', 'teman', 'minum', 'teh', 'harga', 'sahabat', 'kirim', 'lumayan', 'cepat']"
1756458619-494,2024-03-18,Kue Lapis Legit Spesial 17x17cm,5,positif,"['paket', 'nyam', 'pai', 'aman', 'lapis', 'legit', 'orla', 'lom', 'coba', 'rna', 'puasa', 'terima', 'sel', 'kurir', 'langgan']"
1756458619-495,2024-07-24,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'empuk', 'sayang', 'payet', 'saran', 'diksi', 'payet', 'makan', 'toko', 'aman', 'kurir', 'rama']"
1756458619-496,2024-11-11,Kue Lapis Legit Spesial 17x17cm,4,positif,"['legit', 'tekstur', 'lembut', 'kualitas', 'bagus', 'asa', 'jamin', 'lumayan', 'sehat']"
1756458619-497,2025-02-23,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'muas', 'kue', 'ukur', 'harga', 'ukur', 'yon', 'magi', 'tekstur', 'tekstur', 'lihat', 'produk', 'penasaran', 'lapis', 'legi', 'seri', 'baca', 'bagus', 'puas', 'jelek', 'rating', 'beli', 'jujur', 'rating', 'ragu', 'order', 'produk', 'lin', 'penasaran', 'coba', 'order', 'aan', 'coba', 'lapis', 'legit', 'harga', 'ukur', 'enak', 'wor', 'moi', 'wisman', 'order', 'lap', 'harga', 'kasi', 'bintang', 'jelek', 'sungguh', 'yuk', 'order']"
1756458619-498,2024-05-25,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'tekstur', 'bagus', 'kualitas', 'sesuai', 'pesan', 'barang', 'puas', 'enak', 'manis', 'pas']"
1756458619-499,2024-07-14,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'baik', 'dik', 'ela', 'pesan', 'kali', 'kecewa', 'enak', 'mantap', 'terima', 'kasih', 'toko', 'layan', 'terima', 'kasih', 'mas', 'kurir', 'langgan', 'layan']"
1756458619-500,2025-03-07,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'raguk', 'tekstur', 'milik', 'tekstur', 'halus', 'kualitas', 'bagus', 'lezat', 'enak', 'enak', 'kirim', 'cepat']"
1756458619-501,2024-10-11,Kue Lapis Legit Spesial 17x17cm,4,positif,"['lezat', 'tekstur', 'kualitas', 'aman', 'kirim', 'cepat', 'harga', 'murah', 'lezat', 'sesuai', 'harga', 'maaf', 'saran', 'kardus', 'warna', 'coklat', 'cari', 'khusus', 'makan', 'krn', 'dus', 'coklat', 'bau', 'serap', 'kue']"
1756458619-502,2024-08-19,Kue Lapis Legit Spesial 17x17cm,5,positif,"['milik', 'cita', 'enak', 'legit', 'tekstur', 'lembut', 'nyaman', 'kualitas', 'muas', 'men', 'sel', 'tur', 'nuh']"
1756458619-503,2024-07-28,Kue Lapis Legit Spesial 17x17cm,4,positif,"['enak', 'manis', 'tekstur', 'milik', 'tekstur', 'bagus', 'kualitas', 'bagus', 'nyam', 'lombok', 'kondisi', 'bagus', 'jamur', 'produk', 'dil', 'kapi', 'hasil', 'uji', 'mutu', 'lumayan']"
1756458619-504,2024-09-19,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'bagus', 'terima', 'kasih', 'pesan', 'cepat', 'banget', 'enak', 'come']"
1756458619-505,2024-04-02,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kualitas', 'lumayan', 'lumayan', 'manis', 'enak', 'murah', 'harga', 'promo', 'manis']"
1756458619-506,2025-06-22,Kue Lapis Legit Spesial 17x17cm,5,positif,"['paket', 'darat', 'selamat', 'mantap', 'lapis', 'harga', 'segi', 'kualitas']"
1756458619-507,2024-08-24,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'raguk', 'tekstur', 'saga', 'lembut', 'enak', 'kualitas']"
1756458619-508,2024-09-03,Kue Lapis Legit Spesial 17x17cm,4,positif,"['sih', 'tekstur', 'lumayan', 'lembut', 'manis', 'kualitas', 'kue', 'lapis', 'tipis']"
1756458619-509,2025-06-07,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'eks', 'tur', 'lembut', 'kualitas', 'muas', 'terima', 'kasih', 'hop', 'tasa']"
1756458619-510,2024-02-24,Kue Lapis Legit Spesial 17x17cm,4,positif,"['kotak', 'rapih', 'basah', 'saran', 'kasih', 'kertas', 'roti', 'belan', 'basah', 'bolong', 'pecah', 'hancur', 'bom', 'coba']"
1756458619-511,2024-04-29,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'nyang', 'klw', 'bolu', 'rakyat', 'tim', 'klan', 'order']"
1756458619-512,2025-02-04,Kue Lapis Legit Spesial 17x17cm,1,negatif,"['kualitas', 'coba', 'tekstur', 'lembut', 'kak', 'pesan', 'lapis', 'legit', 'kir', 'kak']"
1756458619-513,2025-03-13,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lom', 'coba', 'puasa', 'tekstur', 'bagus', 'kualitas', 'harum', 'wangi', 'dol', 'enak', 'langgan']"
1756458619-514,2025-02-18,Kue Lapis Legit Spesial 17x17cm,4,positif,"['enak', 'sesuai', 'ekspektasi', 'kirai', 'kering', 'nyata', 'wor', 'mah', 'kirim', 'cepat', 'hari', 'langsung', 'cuman', 'kerdus', 'aja', 'penyok', 'sen', 'penyok', 'gin', 'kasih', 'orang', 'gak', 'deh', 'bagus', 'pen', 'mesan']"
1756458619-515,2024-05-19,Kue Lapis Legit Spesial 17x17cm,4,positif,"['kualitas', 'lumayan', 'enak', 'harga', 'segi', 'turas', 'enak', 'yuk', 'teman', 'makas', 'sel']"
1756458619-516,2024-07-10,Kue Lapis Legit Spesial 17x17cm,4,positif,"['kue', 'enak', 'tekstur', 'tekstur', 'pas', 'lembut', 'kualitas', 'sesuai', 'skripsi', 'yah', 'skripsi', 'gram', 'harap', 'sesuai', 'skripsi']"
1756458619-517,2024-10-28,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'rumbu', 'spekuk', 'ekonomis', 'gak', 'kalah', 'lapis', 'legit', 'gan', 'lbh', 'mahal']"
1756458619-518,2024-04-05,Kue Lapis Legit Spesial 17x17cm,4,positif,"['enak', 'kualitas', 'barang', 'aman', 'enak', 'sesuai', 'gambar', 'sesuai', 'pesan', 'deh']"
1756458619-519,2024-09-18,Kue Lapis Legit Spesial 17x17cm,4,positif,"['pas', 'aja', 'tekstur', 'manis', 'dikit', 'kualitas', 'terima', 'kasih', 'lapis', 'manis', 'sih', 'pas', 'cocok', 'banget', 'suka', 'manis', 'paket', 'lapis', 'pagi', 'jam', 'moga', 'lapis', 'tambah', 'manis']"
1756458619-520,2024-07-15,Kue Lapis Legit Spesial 17x17cm,5,positif,"['manis', 'tekstur', 'lembut', 'kualitas', 'enak', 'kirim', 'cepat', 'kemas', 'rapi', 'pesan', 'trim', 'akas']"
1756458619-521,2024-10-22,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'manis', 'pas', 'gak', 'manis', 'kualitas', 'rapi']"
1756458619-522,2024-09-12,Kue Lapis Legit Spesial 17x17cm,5,positif,"['selamat', 'aman', 'kirim', 'pet', 'enak', 'lumayan', 'harga', 'murah', 'dap', 'makasih']"
1756458619-523,2024-07-19,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'manis', 'pas', 'tekstur', 'lembut', 'cuman', 'moi', 'ajak', 'litas', 'enak', 'cocok', 'banget', 'tem', 'non', 'ton']"
1756458619-524,2024-04-01,Kue Lapis Legit Spesial 17x17cm,5,positif,"['kualitas', 'okra', 'enak', 'kirim', 'barang', 'sesuai', 'pesan', 'lembut', 'roti', 'moga', 'enak', 'lumayan', 'gemi', 'pas', 'puasa']"
1756458619-525,2025-06-09,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'lembut', 'tekstur', 'harum', 'nikmat', 'kualitas', 'kecewa']"
1756458619-526,2024-08-30,Kue Lapis Legit Spesial 17x17cm,4,positif,"['tekstur', 'litas', 'kpa', 'kin', 'kak', 'penyok', 'kue', 'mim', 'pes', 'tekstur', 'pas', 'selera', 'pas', 'kantong']"
1756458619-527,2024-08-22,Kue Lapis Legit Spesial 17x17cm,5,positif,"['coba', 'tekstur', 'tekstur', 'gak', 'kering', 'kualitas', 'bagus', 'keli', 'atan', 'enak', 'tekstur', 'lembut', 'minyak', 'gak', 'kering', 'kue', 'mudah', 'mudah', 'enak', 'sayang', 'kemas', 'gak', 'aman', 'cuman', 'ble', 'lapis', 'penyok', 'kue', 'makasih', 'sel']"
1756458619-528,2024-09-04,Kue Lapis Legit Spesial 17x17cm,5,positif,"['tekstur', 'lembut', 'kualitas', 'kpa', 'dat', 'alhamdulillah', 'kue', 'banget']"
1756458619-529,2025-01-02,Kue Lapis Legit Spesial 17x17cm,3,netral,"['man', 'tekstur', 'padat', 'kering', 'sesuai', 'foto', 'kualitas', 'aja', 'gambar', 'kue', 'dil', 'beda', 'harga', 'kue', 'emang', 'murah', 'banget', 'gak', 'dpt', 'kue', 'semur', 'legit', 'gak', 'pikir', 'harga', 'ukur', 'mes']"
1756458619-530,2024-06-15,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'enak', 'enak', 'tekstur', 'lembut', 'manis', 'pas', 'basa', 'gak', 'kering', 'gak', 'banget', 'kualitas']"
1756458619-531,2024-06-24,Kue Lapis Legit Spesial 17x17cm,4,positif,"['manis', 'tekstur', 'kualitas', 'kirim', 'cepat', 'kin', 'rapi', 'aman', 'dus', 'penyok', 'kena', 'kue', 'keluarga', 'kue', 'manis', 'makan']"
1756458619-532,2025-03-29,Kue Lapis Legit Spesial 17x17cm,5,positif,"['manis', 'tekstur', 'mantap', 'kualitas', 'terima', 'kasih', 'pesan', 'lapis', 'legit', 'uda', 'terima', 'aman']"
1756458619-533,2024-11-14,Kue Lapis Legit Spesial 17x17cm,5,positif,"['manis', 'tekstur', 'lembut', 'kualitas', 'barang', 'cepat', 'aman', 'enak']"
1756458619-534,2025-06-05,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'mil', 'tekstur', 'bagus', 'kualitas', 'bagus', 'enak']"
1756458619-535,2024-09-07,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'manis', 'banget', 'tekstur', 'kasar', 'kualitas', 'api', 'legit', 'kering', 'nih', 'manis', 'banget', 'kalo', 'makan', 'bareng', 'kopi', 'pahit', 'mantul', 'nih', 'paket']"
1756458619-536,2025-02-24,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'empuk', 'kualitas', 'terima', 'ksi', 'hop', 'bolu', 'moga', 'lancar']"
1756458619-537,2024-07-20,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'pese', 'langsung', 'mantul']"
1756458619-538,2024-11-17,Kue Lapis Legit Spesial 17x17cm,5,positif,"['manis', 'legit', 'tekstur', 'empuk', 'kualitas', 'oke', 'produk', 'aman', 'trim', 'akas']"
1756458619-539,2025-01-09,Kue Lapis Legit Spesial 17x17cm,3,netral,"['coba', 'tekstur', 'coba', 'kualitas', 'standar', 'vakum', 'deskripsi', 'lengkap', 'konsumen', 'kalo', 'kemas', 'vakum', 'jalan', 'lapis', 'legit', 'rusak', 'sel', 'buka', 'informasi']"
1756458619-540,2025-02-17,Kue Lapis Legit Spesial 17x17cm,5,positif,"['pas', 'lidah', 'enak', 'manis', 'pas', 'tekstur', 'lembut', 'kualitas', 'mantap', 'alhamdulillah', 'paket', 'makasih']"
1756458619-541,2024-08-27,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'nikmat', 'tekstur', 'lembut', 'kualitas', 'men', 'banget', 'bintang', 'harga', 'kaki']"
1756458619-542,2024-11-18,Kue Lapis Legit Spesial 17x17cm,3,netral,"['manis', 'enak', 'tekstur', 'lembut', 'kualitas', 'standar', 'pesan', 'kin', 'aman', 'kardus', 'lap', 'vakum', 'bahaya', 'pengaruh', 'kualitas', 'kue']"
1756458619-543,2025-03-13,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'milik', 'tekstur', 'lembut', 'kualitas', 'muas', 'unggul']"
1756458619-544,2024-11-19,Kue Lapis Legit Spesial 17x17cm,4,positif,"['alhamdulillah', 'paket', 'uda', 'nyam', 'penyok', 'ketek', 'uda', 'hujan', 'makasih', 'sel', 'mas', 'kurir']"
1756458619-545,2025-03-19,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'wangi', 'kualitas', 'baik', 'lapis', 'legit', 'sel', 'beli', 'langgan']"
1756458619-546,2024-08-12,Kue Lapis Legit Spesial 17x17cm,5,positif,"['enak', 'tekstur', 'lembut', 'kualitas', 'sesuai', 'harap', 'kue', 'enak', 'lembut', 'banget']"
1756458619-547,2025-02-28,Kue Lapis Legit Spesial 17x17cm,4,positif,"['enak', 'lembut', 'minyak', 'tekstur', 'lembut', 'kualitas', 'terima', 'kasih']"
1756458619-548,2024-09-13,Kue Lapis Legit Spesial 17x17cm,5,positif,"['legit', 'manis', 'tekstur', 'tekstur', 'gampang', 'iris', 'uda', 'sesuai', 'harga', 'kualitas', 'aman', 'lop', 'kerdus', 'penyok', 'minyak', 'nem', 'bus', 'pesan', 'tanggal', 'wajar']"
1756458619-549,2024-07-14,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lumayan', 'enak', 'tekstur', 'lembut', 'kualitas', 'bagus', 'kin', 'gan', 'rapi', 'kirim', 'tanggal', 'takut', 'kedaluwarsa', 'moga', 'enak']"
1756458619-550,2025-01-27,Kue Lapis Legit Spesial 17x17cm,5,positif,"['sesuai', 'harga', 'coba', 'beli', 'mundur', 'maju', 'enak', 'liat', 'galeri', 'kue', 'yah', 'harga', 'segi', 'sel']"
1756458619-551,2024-02-05,Kue Lapis Legit Spesial 17x17cm,3,netral,"['manis', 'kualitas', 'tekstur', 'lapis', 'kering', 'pan', 'tes', 'harga', 'murah']"
1756458619-552,2025-08-07,Kue Lapis Legit Spesial 17x17cm,4,positif,"['lezat', 'tekstur', 'legit', 'nikmat', 'kualitas', 'sesuai', 'harga', 'tawar', 'merk', 'orla', 'tasa', 'lumayan', 'enak', 'sih']"
1756458619-553,2024-07-10,Kue Lapis Legit Spesial 17x17cm,2,negatif,"['kardus', 'penyok', 'bentuk', 'kue', 'penyok', 'semut', 'krn', 'dil', 'api', 'plastik', 'pki', 'kertas', 'kue', 'kirim', 'lempar', 'pagar', 'krn', 'pintu', 'slot', 'dik']"
1756458619-554,2024-07-13,Kue Lapis Legit Spesial 17x17cm,5,positif,"['alhamdulillah', 'surabaya', 'aman', 'lapis', 'dap', 'harga', 'murah', 'lom', 'coba', 'kasihan', 'jalan', 'nyam', 'pek', 'rumah', 'bungkus', 'panas']"
1756458619-555,2025-08-21,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lewat', 'ratus', 'tekstur', 'milik', 'tekstur', 'bagus', 'kualitas', 'kecewa']"
1756458619-556,2025-02-12,Kue Lapis Legit Spesial 17x17cm,5,positif,"['lezat', 'tekstur', 'empuk', 'kualitas', 'mikat', 'teman', 'kopi', 'teman', 'nobar', 'suguh', 'tamu', 'malu']"
1756458619-557,2024-07-12,Kue Lapis Legit Spesial 17x17cm,5,positif,"['wangi', 'kayu', 'manis', 'tekstur', 'lembut', 'kualitas', 'enak', 'lembut', 'pet', 'banget', 'langsung', 'kir', 'cakep', 'suguh', 'makasih', 'min', 'order', 'lapis', 'min']"
1756458619-558,2025-08-21,Kue Lapis Legit Spesial 17x17cm,5,positif,"['gurih', 'tekstur', 'nikmat', 'kualitas', 'kualitas', 'bagus', 'kali', 'order', 'lumayan', 'gurih']"
1756458619-559,2024-10-04,Kue Lapis Legit Spesial 17x17cm,5,positif,"['sesat', 'raguk', 'tekstur', 'lembut', 'nyaman', 'kualitas', 'men', 'gen', 'waka', 'pesan', 'raguk', 'enak', 'lembut', 'pas', 'terima', 'kasih', 'pesan', 'rapi']"
1756458619-560,2025-08-02,Kue Lapis Legit Spesial 17x17cm,5,positif,"['tekstur', 'lembut', 'kualitas', 'terima', 'kasih', 'kue', 'terima', 'kemas', 'bagus', 'terima', 'kasih', 'sel', 'sukses', 'lau']"
